Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you want to take this survey in English or Spanish?¿Quieres responder la encuesta en inglés o español?,Please ask your teacher for their teacher code.,What is the name of your district and school?,,What grade are you currently enrolled in?,What is your gender?,Are you Hispanic/Latino/a?,What is your ethnicity? Select all that apply.,,,,,,,How often do you speak English at home? ,How much do you agree or disagree with the statements below?,,,,"For you personally, how true or not true is the statement below? (Select only one)",How much do you agree or disagree with the statement below? (Select one only),How much do you agree or disagree with the statements below?,,,,,How much do you agree or disagree with the statements below?,,,,"When reading the following statements, think about your current math class and decide how well the statements describe you.",,,,,,,,,,,,,How often does your math teacher do each of the following?,,"Por favor, pídele a tu profesor/a su código.",Selecciona el nombre de tu distrito escolar y escuela.,,"¿Actualmente, en qué grado estás matriculado?",¿Cuál es tu sexo/género?,¿Eres hispano / latino/a?,¿Cuál es tu raza/origen étnico? (seleccione todas las que correspondan),,,,,,,¿Qué tan frecuente hablas inglés en tu casa?,¿En qué medida estás de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Para ti personalmente, ¿qué tan verdadera o no verdadera es la siguiente declaración? (Seleccione solo uno)",¿En qué medida está de acuerdo o en desacuerdo con la siguiente declaración? (Seleccione solo uno),¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,,¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Al leer las siguientes declaraciones, piensa en tu actual clase de matemáticas y decide qué tan bien te describen estas declaraciones.",,,,,,,,,,,,,¿Con qué frecuencia su profesor de matemáticas hace cada uno de los siguientes?,
13496595887,410322128,06/16/2022 09:27:19 AM,06/16/2022 09:34:22 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,8,Male,No,,,Black or African American,,,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat true,Strongly agree,Slightly agree,Slightly agree,Agree,Agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not much like me,Somewhat like me,Not much like me,Mostly like me,Very much like me,Very much like me,Not much like me,Not much like me,Not at all like me,Very much like me,Mostly like me,Mostly like me,Very much like me,Most or all of the time,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496595658,410322128,06/16/2022 09:27:06 AM,06/16/2022 09:33:55 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,8,Female,No,,,Black or African American,,,,,Always,Mostly agree,Mostly disagree,Agree,Mostly agree,Extremely true,Agree,Agree,Agree,Agree,Agree,Agree,Agree a little,Agree a little,Agree a little,Agree a lot,Somewhat like me,Mostly like me,Mostly like me,Very much like me,Mostly like me,Mostly like me,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,Some of the time,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496600562,410322128,06/16/2022 09:32:58 AM,06/16/2022 09:33:08 AM,23.190.208.112,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496595354,410322128,06/16/2022 09:26:48 AM,06/16/2022 09:33:00 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,8,Male,No,,,Black or African American,,,,,Always,Strongly disagree,Mostly disagree,Strongly disagree,Mostly disagree,Extremely true,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Agree a little,Agree a lot,Disagree a little,Agree a little,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Very much like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496594863,410322128,06/16/2022 09:26:12 AM,06/16/2022 09:32:48 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,8,Male,No,,,Black or African American,,,,,Always,Disagree,Disagree,Disagree,Mostly agree,Somewhat true,Slightly agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Agree,Agree a little,Agree a little,Agree a little,Agree a lot,Somewhat like me,Somewhat like me,Mostly like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Very much like me,Once in a while,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496482898,410322128,06/16/2022 07:00:14 AM,06/16/2022 07:41:48 AM,23.190.208.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,No,,Native Hawaiian or other Pacific Islander,,,,,Asian,Sometimes,Strongly agree,Mostly disagree,Mostly disagree,Strongly agree,Extremely true,Strongly agree,Disagree,,Slightly disagree,Agree,Strongly agree,Agree a little,Agree a lot,Agree a little,Agree a little,Very much like me,,Not at all like me,Very much like me,Very much like me,Very much like me,Not much like me,Not much like me,Not much like me,Very much like me,Not much like me,Somewhat like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496484102,410322128,06/16/2022 07:01:47 AM,06/16/2022 07:31:14 AM,23.190.208.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Prefer not to answer,No,,,Black or African American,,,,,Always,Mostly disagree,Strongly disagree,Strongly disagree,Strongly agree,Extremely true,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree a lot,,,,Not much like me,Somewhat like me,Not much like me,Very much like me,Mostly like me,,Mostly like me,Not much like me,Not at all like me,Very much like me,Somewhat like me,Mostly like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496501724,410322128,06/16/2022 07:25:33 AM,06/16/2022 07:26:35 AM,23.190.208.105,,,,,English / inglés,,Rochester City School District - School 5,,7,Female,Yes,,,,,,More than one race,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496483451,410322128,06/16/2022 07:00:54 AM,06/16/2022 07:15:38 AM,23.190.208.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,No,,,,Asian,,,,Sometimes,Disagree,Strongly disagree,Disagree,Agree,Somewhat true,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Slightly disagree,Agree a little,Agree a little,Disagree a lot,Agree a little,Not at all like me,Not at all like me,Mostly like me,Not at all like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Not at all like me,Somewhat like me,Not at all like me,Somewhat like me,Mostly like me,Once in a while,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496484452,410322128,06/16/2022 07:02:08 AM,06/16/2022 07:10:40 AM,23.190.208.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Female,No,,,Black or African American,,,,,Always,Strongly disagree,Disagree,Disagree,Agree,,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Agree a lot,Agree a little,Agree a little,Agree a little,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Very much like me,Mostly like me,,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496482837,410322128,06/16/2022 07:00:08 AM,06/16/2022 07:08:16 AM,23.190.208.105,,,,,English / inglés,ELHO428,Rochester City School District - School 5,,7,Female,Yes,,,Black or African American,,,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat true,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree a little,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Mostly like me,Mostly like me,Very much like me,Not at all like me,Not much like me,Not much like me,Very much like me,Mostly like me,Not much like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496481931,410322128,06/16/2022 06:58:40 AM,06/16/2022 07:06:49 AM,23.190.208.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Male,No,,,,,White,More than one race,"German, and others.",Always,Mostly disagree,Strongly disagree,Disagree,Mostly disagree,Very true,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree a lot,Agree a little,Agree a little,Agree a lot,Not much like me,Somewhat like me,Not much like me,Mostly like me,Not much like me,Very much like me,Mostly like me,Not at all like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496482406,410322128,06/16/2022 06:59:13 AM,06/16/2022 07:05:35 AM,23.190.208.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Male,No,,,,Asian,,,,Sometimes,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Somewhat true,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree a lot,Disagree a lot,Disagree a lot,Disagree a lot,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Some of the time,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496484777,410322128,06/16/2022 07:02:30 AM,06/16/2022 07:03:53 AM,23.190.208.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Male,No,,,,Asian,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496481767,410322128,06/16/2022 06:58:35 AM,06/16/2022 07:03:28 AM,23.190.208.105,,,,,English / inglés,ELH0428,Rochester City School District - School 5,,7,Male,No,,,,Asian,,,,Almost always,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Somewhat true,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree a little,Disagree a little,Disagree a little,Agree a little,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Not much like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Never,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496416596,410322128,06/16/2022 05:25:24 AM,06/16/2022 05:40:39 AM,23.190.208.103,,,,,English / inglés,clh0316,Rochester City School District - School 3,,7,Male,Yes,,,,,,,hispanic ,Almost always,Mostly disagree,Disagree,Disagree,Agree,Extremely true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Very much like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Not at all like me,Very much like me,Somewhat like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496408924,410322128,06/16/2022 05:12:35 AM,06/16/2022 05:12:40 AM,23.190.208.103,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496404049,410322128,06/16/2022 05:03:32 AM,06/16/2022 05:12:12 AM,23.190.208.103,,,,,English / inglés,clho316,Rochester City School District - School 3,,7,Prefer not to answer,Yes,,,,,,More than one race,,Always,Strongly disagree,Strongly agree,Mostly disagree,Strongly agree,Somewhat true,Agree,Slightly disagree,Disagree,Strongly agree,Strongly disagree,Slightly agree,Agree a little,Agree a lot,Disagree a little,Disagree a lot,Somewhat like me,Not much like me,Very much like me,Very much like me,Mostly like me,Very much like me,Not at all like me,Very much like me,Mostly like me,Not at all like me,Not at all like me,Somewhat like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496404339,410322128,06/16/2022 05:04:16 AM,06/16/2022 05:11:04 AM,23.190.208.103,,,,,English / inglés,clh0316,Rochester City School District - School 3,,7,Non-binary,No,,,,,White,,,Always,Mostly agree,Mostly disagree,Agree,Disagree,Not at all true,Agree,Slightly agree,Disagree,Disagree,Slightly disagree,Slightly agree,Agree a little,Disagree a little,Disagree a lot,Agree a little,Not at all like me,Somewhat like me,Not at all like me,Somewhat like me,Not much like me,Not much like me,Not at all like me,Not much like me,Mostly like me,Mostly like me,Not much like me,Mostly like me,,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496403208,410322128,06/16/2022 05:02:20 AM,06/16/2022 05:04:22 AM,23.190.208.103,,,,,English / inglés,clh0316,Rochester City School District - School 3,,7,Female,No,,,,,,,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496142026,410322128,06/15/2022 06:11:08 PM,06/15/2022 06:11:15 PM,172.101.241.87,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496127291,410322128,06/15/2022 05:38:54 PM,06/15/2022 06:06:34 PM,172.101.241.87,,,,,,,,,7,Female,No,,,Black or African American,,,,,Almost always,Mostly agree,Mostly disagree,Agree,Strongly agree,Not at all true,Slightly agree,Slightly agree,Disagree,Slightly agree,Agree,Agree,Agree a little,Agree a lot,Agree a little,Agree a lot,Not at all like me,Somewhat like me,Very much like me,Mostly like me,Mostly like me,Mostly like me,Not much like me,Not at all like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,Very much like me,Some of the time,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496063856,410322128,06/15/2022 03:41:49 PM,06/15/2022 03:50:20 PM,67.240.252.3,,,,,English / inglés, DAM1010,Rochester City School District - School 12,,7,Female,Yes,,,,,,More than one race,,Almost always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Agree,Slightly agree,Slightly disagree,Agree,Agree,Agree,Disagree a little,Agree a little,Agree a little,Disagree a lot,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Not at all like me,Not much like me,Not much like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495948117,410322128,06/15/2022 12:44:36 PM,06/15/2022 12:45:41 PM,50.49.100.220,,,,,English / inglés,,Rochester City School District - School 28,,8,Non-binary,Yes,,,Black or African American,,White,More than one race,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495885149,410322128,06/15/2022 11:24:10 AM,06/15/2022 11:45:14 AM,23.190.208.166,,,,,Spanish / español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JXI0714,Rochester City School District - Monroe Lower,,7mo grado,Hombre,Sí,,,,,,Más de una raza/origen étnico,,A veces,Muy en desacuerdo,Mayormente de acuerdo,En desacuerdo,Totalmente de acuerdo,No es del todo cierto,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco en desacuerdo,Un poco de acuerdo,Algo parecido a mí,Algo parecido a mí,Bastante parecido a mí,Algo parecido a mí,Algo parecido a mí,Bastante parecido a mí,No muy parecido a mí,Algo parecido a mí,Muy parecido a mí,No muy parecido a mí,Algo parecido a mí,Bastante parecido a mí,Algo parecido a mí,Algunas veces,La mayor parte o todo el tiempo
13495878330,410322128,06/15/2022 11:16:02 AM,06/15/2022 11:42:27 AM,23.190.208.166,,,,,Spanish / español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JXI0714,Rochester City School District - Monroe Lower,,7mo grado,Hombre,Sí,,,,,,,Puertorican half american,A veces,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy cierto,De acuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Algo parecido a mí,Bastante parecido a mí,Muy parecido a mí,Muy parecido a mí,Bastante parecido a mí,Muy parecido a mí,No se parece a mí,Algo parecido a mí,Bastante parecido a mí,Muy parecido a mí,Algo parecido a mí,Bastante parecido a mí,Bastante parecido a mí,La mayor parte o todo el tiempo,La mayor parte o todo el tiempo
13495881985,410322128,06/15/2022 11:20:27 AM,06/15/2022 11:28:44 AM,23.190.208.166,,,,,Spanish / español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JXI0714,Rochester City School District - Monroe Lower,,7mo grado,Hombre,Sí,,,,,,Más de una raza/origen étnico,,Nunca,Mayormente en desacuerdo,Muy en desacuerdo,En desacuerdo,Totalmente de acuerdo,Algo cierto,Muy en desacuerdo,Algo de acuerdo,Algo de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Un poco de acuerdo,Muy de acuerdo,Un poco de acuerdo,Muy de acuerdo,Algo parecido a mí,Algo parecido a mí,No se parece a mí,Algo parecido a mí,Algo parecido a mí,Bastante parecido a mí,No se parece a mí,No muy parecido a mí,No muy parecido a mí,Algo parecido a mí,No muy parecido a mí,No muy parecido a mí,Muy parecido a mí,De vez en cuando,
13495877812,410322128,06/15/2022 11:15:11 AM,06/15/2022 11:25:27 AM,23.190.208.166,,,,,Spanish / español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JXI0714,Rochester City School District - Monroe Lower,,7mo grado,Mujer,Sí,,,,,,Más de una raza/origen étnico,,Nunca,En desacuerdo,De acuerdo,Muy en desacuerdo,Mayormente de acuerdo,Algo cierto,De acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Muy de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco de acuerdo,No muy parecido a mí,No muy parecido a mí,No muy parecido a mí,Bastante parecido a mí,Bastante parecido a mí,Muy parecido a mí,Algo parecido a mí,Algo parecido a mí,No muy parecido a mí,Algo parecido a mí,Algo parecido a mí,Muy parecido a mí,Muy parecido a mí,De vez en cuando,La mayor parte o todo el tiempo
13495870735,410322128,06/15/2022 11:07:05 AM,06/15/2022 11:14:44 AM,23.190.208.166,,,,,Spanish / español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JXI0714,Rochester City School District - Monroe Lower,,7mo grado,Mujer,Sí,,,,,,Más de una raza/origen étnico,,A veces,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Algo cierto,Algo de acuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,No muy parecido a mí,Bastante parecido a mí,No muy parecido a mí,Bastante parecido a mí,Bastante parecido a mí,Bastante parecido a mí,Algo parecido a mí,No muy parecido a mí,No muy parecido a mí,Muy parecido a mí,Bastante parecido a mí,Algo parecido a mí,Muy parecido a mí,Algunas veces,La mayor parte o todo el tiempo
13495870459,410322128,06/15/2022 11:06:51 AM,06/15/2022 11:14:14 AM,23.190.208.166,,,,,English / inglés,JXI0714,Rochester City School District - Monroe Lower,,7,Male,Yes,,,,,,More than one race,,Sometimes,Strongly disagree,Strongly disagree,Agree,Agree,Slightly true,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree a little,Agree a lot,Disagree a lot,Disagree a lot,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Not much like me,Very much like me,Very much like me,Very much like me,Not much like me,Not much like me,Very much like me,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495850678,410322128,06/15/2022 10:45:05 AM,06/15/2022 11:10:09 AM,23.190.208.128,,,,,English / inglés,SFS 0309,Rochester City School District - School 28,,8,Female,Yes,,Native Hawaiian or other Pacific Islander,,,,,Hispanic,Almost always,Mostly agree,Disagree,Strongly disagree,Mostly agree,Somewhat true,Strongly agree,Slightly agree,Agree,Agree,Slightly disagree,Agree,Agree a little,Agree a lot,Disagree a little,Agree a little,Not at all like me,Not much like me,Not at all like me,Very much like me,Very much like me,Somewhat like me,Not at all like me,Not much like me,Not much like me,Somewhat like me,,Somewhat like me,Mostly like me,Some of the time,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495861098,410322128,06/15/2022 10:56:45 AM,06/15/2022 11:06:56 AM,23.190.208.166,,,,,Spanish / español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JXI0714,Rochester City School District - Monroe Lower,,7mo grado,Mujer,Sí,,,,,,Más de una raza/origen étnico,,A veces,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy cierto,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco en desacuerdo,Bastante parecido a mí,No se parece a mí,No se parece a mí,No muy parecido a mí,Bastante parecido a mí,Bastante parecido a mí,No se parece a mí,Bastante parecido a mí,Bastante parecido a mí,No se parece a mí,No se parece a mí,No se parece a mí,Bastante parecido a mí,La mayor parte o todo el tiempo,La mayor parte o todo el tiempo
