student_id,teacher_id,prepost,What is your student identification number as provided by your school or teacher?,What is the name of your school district or parish?,What is your gender?,Are you Hispanic/Latino/a?,What is your race? - American Indian or Alaska Native,What is your race? - Native Hawaiian or other Pacific Islander,What is your race? - Black or African American,What is your race? - Asian,What is your race? - White,What is your race? - More than one race,What is your race? - Other (please specify),How often do you speak English at home? ,What grade level of math are you currently enrolled in?,How often does your teacher do these things? - My teacher explains what we are learning in different ways.,How often does your teacher do these things? - My teacher uses what I already know to help me understand new ideas.,How often does your teacher do these things? - My teacher wants students from different cultures to respect one another.,How often does your teacher do these things? - My teacher treats all students like they are important members of the classroom.,How often does your teacher do these things? - My teacher uses examples from my culture when teaching.,How often does your teacher do these things? - My teacher asks about students’ home life.,How often does your teacher do these things? - My teacher asks about ways that students’ cultures may be different from others.,How often does your teacher do these things? - My teacher helps students learn about other students and their cultures.,To what extent do you agree or disagree with the following statements? - This math class is a happy place for me to be.,To what extent do you agree or disagree with the following statements? - Being in this math class makes me feel sad or angry.,To what extent do you agree or disagree with the following statements? - The things we have done in math this year are interesting.,"To what extent do you agree or disagree with the following statements? - Because of this teacher, I am learning to love math.",To what extent do you agree or disagree with the following statements? - I enjoy math class this year.,To what extent do you agree or disagree with the following statements? - My teacher makes me feel that he/she really cares about me.,To what extent do you agree or disagree with the following statements? - I like the way my teacher treats me when I need help.,"To what extent do you agree or disagree with the following statements? - Even when math is hard, I know I can learn it.",To what extent do you agree or disagree with the following statements? - I can do almost all the math in this class if I don't give up.,To what extent do you agree or disagree with the following statements? - I'm certain I can master the math skills taught in this class.,"To what extent do you agree or disagree with the following statements? - When doing work for this math class, I focus on learning not time work takes.",To what extent do you agree or disagree with the following statements? - I have been able to figure out the most difficult work in this math class.,To what extent are the following statements true or not true? - My teacher makes sure that I try to do my best.,"To what extent are the following statements true or not true? - In this class, we learn a lot almost every day.","To what extent are the following statements true or not true? - In this class, we learn to correct our mistakes.","To what extent are the following statements true or not true? - In this class, my teacher accepts nothing less than our full effort.","To what extent are the following statements true or not true? - My teacher wants us to use our thinking skills, not just memorize things."
student_198,teacher_9,pre,866545486,Raton Public Schools,Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,6,4- A lot,4- A lot,3- Sometimes,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,4- Somewhat agree,1- Disagree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,NA,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_151,teacher_9,pre,646421958,Raton Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,6,3- Sometimes,4- A lot,5- Always,5- Always,1- Never,2- Rarely,2- Rarely,2- Rarely,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,2- Somewhat disagree,5- Agree,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,4- Mostly true,3- Neither untrue nor true,5- Totally true,3- Neither untrue nor true,4- Mostly true
student_99,teacher_9,pre,393883434,Raton Public Schools,Male,Yes,American Indian or Alaska Native,NA,NA,NA,NA,More than one race,mexican,Almost always,6,4- A lot,4- A lot,5- Always,5- Always,1- Never,2- Rarely,1- Never,1- Never,4- Somewhat agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_128,teacher_9,pre,528586324,Raton Public Schools,Female,Yes,NA,NA,NA,NA,White,More than one race,NA,Almost always,6,2- Rarely,5- Always,1- Never,2- Rarely,3- Sometimes,1- Never,2- Rarely,1- Never,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,2- Somewhat disagree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,2- Somewhat disagree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true
student_118,teacher_9,pre,485724371,Raton Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,6,3- Sometimes,4- A lot,5- Always,5- Always,2- Rarely,2- Rarely,1- Never,2- Rarely,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,3- Neither untrue nor true
student_130,teacher_9,pre,542473632,Raton Public Schools,Female,No,NA,NA,NA,NA,NA,More than one race,NA,Almost always,6,4- A lot,5- Always,5- Always,4- A lot,1- Never,2- Rarely,2- Rarely,1- Never,4- Somewhat agree,4- Somewhat agree,5- Agree,2- Somewhat disagree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,4- Mostly true
student_175,teacher_9,pre,723647384,Raton Public Schools,Prefer not to answer,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,6,4- A lot,4- A lot,3- Sometimes,3- Sometimes,1- Never,1- Never,1- Never,2- Rarely,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Mostly true,3- Neither untrue nor true,3- Neither untrue nor true,5- Totally true,3- Neither untrue nor true
student_186,teacher_9,pre,793252453,Raton Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,6,2- Rarely,4- A lot,5- Always,5- Always,1- Never,2- Rarely,2- Rarely,1- Never,3- Neither disagree nor agree,1- Disagree,4- Somewhat agree,5- Agree,1- Disagree,5- Agree,5- Agree,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_33,teacher_9,pre,163953243,Raton Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Almost always,6,4- A lot,4- A lot,4- A lot,4- A lot,2- Rarely,4- A lot,2- Rarely,2- Rarely,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,1- Disagree,1- Disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_84,teacher_15,pre,329122618,Deming Public Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,10,5- Always,5- Always,5- Always,5- Always,2- Rarely,4- A lot,1- Never,2- Rarely,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,4- Mostly true
student_66,teacher_15,pre,239863756,Deming Public Schools,Female,No,NA,NA,NA,Asian,NA,NA,NA,Always,10,5- Always,5- Always,5- Always,5- Always,5- Always,1- Never,2- Rarely,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_138,teacher_15,pre,586315772,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,11,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_20,teacher_15,pre,142277813,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,5- Always,5- Always,5- Always,5- Always,4- A lot,5- Always,5- Always,4- A lot,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_74,teacher_15,pre,276821527,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,hispanic,Always,10,5- Always,5- Always,5- Always,5- Always,1- Never,3- Sometimes,1- Never,1- Never,5- Agree,1- Disagree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_92,teacher_15,pre,368153674,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,11,5- Always,4- A lot,5- Always,5- Always,4- A lot,3- Sometimes,3- Sometimes,3- Sometimes,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_35,teacher_15,pre,166219121,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,NA,Sometimes,10,5- Always,4- A lot,5- Always,5- Always,3- Sometimes,5- Always,4- A lot,5- Always,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_117,teacher_15,pre,483737268,Deming Public Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,10,5- Always,5- Always,5- Always,5- Always,4- A lot,3- Sometimes,3- Sometimes,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_90,teacher_15,pre,359286515,Deming Public Schools,Male,No,NA,NA,NA,NA,White,NA,NA,Always,10,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,4- A lot,4- A lot,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_124,teacher_15,pre,496579830,Deming Public Schools,Female,No,NA,NA,NA,Asian,NA,NA,NA,Almost always,10,4- A lot,5- Always,4- A lot,5- Always,3- Sometimes,4- A lot,4- A lot,3- Sometimes,5- Agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_115,teacher_15,pre,476963558,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,4- A lot,4- A lot,5- Always,5- Always,1- Never,4- A lot,2- Rarely,1- Never,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Mostly true,5- Totally true,5- Totally true,4- Mostly true,4- Mostly true
student_170,teacher_15,pre,721711877,Deming Public Schools,Male,No,NA,NA,NA,NA,White,NA,NA,Almost always,10,5- Always,5- Always,5- Always,5- Always,3- Sometimes,4- A lot,3- Sometimes,2- Rarely,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_129,teacher_15,pre,532841517,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,10,5- Always,5- Always,5- Always,5- Always,1- Never,2- Rarely,1- Never,1- Never,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_228,teacher_3,pre,970078105,Albuquerque Public Schools,Female,No,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Always,10,2- Rarely,4- A lot,5- Always,3- Sometimes,1- Never,3- Sometimes,3- Sometimes,2- Rarely,2- Somewhat disagree,3- Neither disagree nor agree,4- Somewhat agree,1- Disagree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,4- Mostly true
student_214,teacher_3,pre,970057058,Albuquerque Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,hispanic,Almost always,11,4- A lot,4- A lot,4- A lot,4- A lot,2- Rarely,3- Sometimes,2- Rarely,1- Never,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,1- Disagree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,5- Totally true,5- Totally true,4- Mostly true,4- Mostly true,5- Totally true
student_220,teacher_3,pre,970064730,Albuquerque Public Schools,Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Sometimes,11,3- Sometimes,4- A lot,5- Always,5- Always,2- Rarely,3- Sometimes,2- Rarely,2- Rarely,2- Somewhat disagree,3- Neither disagree nor agree,2- Somewhat disagree,1- Disagree,1- Disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,1- Disagree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,4- Mostly true,5- Totally true,5- Totally true
student_218,teacher_3,pre,970060150,Albuquerque Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Always,11,4- A lot,5- Always,5- Always,5- Always,4- A lot,2- Rarely,3- Sometimes,2- Rarely,5- Agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_224,teacher_3,pre,970069293,Albuquerque Public Schools,Female,No,NA,NA,Black or African American,NA,White,More than one race,NA,Always,11,5- Always,4- A lot,5- Always,5- Always,3- Sometimes,5- Always,3- Sometimes,3- Sometimes,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true
student_213,teacher_3,pre,970055234,Albuquerque Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,11,4- A lot,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,2- Rarely,5- Agree,1- Disagree,5- Agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_226,teacher_3,pre,970072260,Albuquerque Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Almost always,10,5- Always,5- Always,5- Always,5- Always,2- Rarely,1- Never,1- Never,1- Never,5- Agree,2- Somewhat disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_229,teacher_3,pre,970079035,Albuquerque Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,NA,Always,10,5- Always,5- Always,4- A lot,4- A lot,2- Rarely,2- Rarely,2- Rarely,2- Rarely,5- Agree,2- Somewhat disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_216,teacher_3,pre,970058146,Albuquerque Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,11,4- A lot,4- A lot,5- Always,4- A lot,3- Sometimes,2- Rarely,2- Rarely,2- Rarely,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,4- Mostly true
student_227,teacher_3,pre,970074861,Albuquerque Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,American,Almost always,11,5- Always,5- Always,5- Always,5- Always,2- Rarely,2- Rarely,1- Never,3- Sometimes,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,2- Somewhat disagree,5- Agree,4- Mostly true,5- Totally true,5- Totally true,3- Neither untrue nor true,5- Totally true
student_230,teacher_3,pre,970079541,Albuquerque Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,10,3- Sometimes,4- A lot,5- Always,5- Always,2- Rarely,3- Sometimes,3- Sometimes,4- A lot,4- Somewhat agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_231,teacher_3,pre,970094638,Albuquerque Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,10,4- A lot,4- A lot,5- Always,5- Always,4- A lot,4- A lot,4- A lot,4- A lot,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_225,teacher_3,pre,970072208,Albuquerque Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,4- A lot,4- A lot,3- Sometimes,4- A lot,3- Sometimes,2- Rarely,3- Sometimes,3- Sometimes,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_221,teacher_3,pre,970065836,Albuquerque Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Sometimes,10,4- A lot,4- A lot,5- Always,5- Always,3- Sometimes,5- Always,5- Always,3- Sometimes,4- Somewhat agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_211,teacher_3,pre,970049472,Albuquerque Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,11,4- A lot,4- A lot,5- Always,5- Always,2- Rarely,3- Sometimes,3- Sometimes,4- A lot,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_210,teacher_3,pre,970045242,Albuquerque Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,hispanic,Almost always,11,5- Always,4- A lot,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,4- Somewhat agree,2- Somewhat disagree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_212,teacher_3,pre,970051303,Albuquerque Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,11,5- Always,4- A lot,5- Always,5- Always,4- A lot,3- Sometimes,5- Always,4- A lot,4- Somewhat agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_219,teacher_3,pre,970061258,Albuquerque Public Schools,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,Almost always,11,3- Sometimes,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_38,teacher_8,pre,1717,Raton Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,My race is Hispanic.,Almost always,6,3- Sometimes,4- A lot,1- Never,5- Always,1- Never,3- Sometimes,2- Rarely,2- Rarely,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,3- Neither untrue nor true,4- Mostly true,3- Neither untrue nor true,3- Neither untrue nor true
student_5,teacher_8,pre,1010,Raton Public Schools,Male,No,NA,NA,NA,NA,White,NA,NA,Always,6,4- A lot,5- Always,4- A lot,5- Always,5- Always,3- Sometimes,4- A lot,3- Sometimes,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,NA,4- Somewhat agree,5- Agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_167,teacher_8,pre,707,Raton Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Always,6,5- Always,5- Always,5- Always,5- Always,5- Always,3- Sometimes,5- Always,1- Never,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_126,teacher_8,pre,505,Raton Public Schools,Female,No,NA,NA,NA,NA,NA,More than one race,NA,Almost always,6,3- Sometimes,3- Sometimes,5- Always,4- A lot,1- Never,3- Sometimes,2- Rarely,1- Never,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,1- Disagree,3- Neither disagree nor agree,2- Somewhat disagree,1- Disagree,2- Somewhat disagree,2- Somewhat disagree,4- Somewhat agree,1- Disagree,3- Neither untrue nor true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_205,teacher_8,pre,909,Raton Public Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,6,5- Always,4- A lot,5- Always,5- Always,4- A lot,5- Always,5- Always,4- A lot,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_11,teacher_8,pre,1212,Raton Public Schools,Female,Yes,NA,NA,NA,NA,White,More than one race,NA,Always,6,5- Always,4- A lot,5- Always,5- Always,4- A lot,5- Always,5- Always,4- A lot,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_23,teacher_8,pre,1515,Raton Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Always,6,5- Always,4- A lot,5- Always,5- Always,1- Never,3- Sometimes,1- Never,5- Always,5- Agree,2- Somewhat disagree,3- Neither disagree nor agree,4- Somewhat agree,NA,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,5- Totally true,4- Mostly true,3- Neither untrue nor true,5- Totally true
student_7,teacher_8,pre,1111,Raton Public Schools,Male,Yes,American Indian or Alaska Native,NA,NA,NA,NA,More than one race,NA,Always,6,5- Always,5- Always,5- Always,5- Always,5- Always,2- Rarely,1- Never,5- Always,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_19,teacher_8,pre,1414,Raton Public Schools,Female,Yes,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Always,6,3- Sometimes,5- Always,5- Always,5- Always,5- Always,3- Sometimes,5- Always,3- Sometimes,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,4- Mostly true
student_31,teacher_8,pre,1616,Raton Public Schools,Non-binary,Yes,NA,NA,NA,NA,NA,NA,hispanic ,Almost always,6,5- Always,3- Sometimes,5- Always,5- Always,5- Always,3- Sometimes,4- A lot,3- Sometimes,4- Somewhat agree,2- Somewhat disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_4,teacher_8,pre,101,Raton Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,hispanic,Always,6,4- A lot,3- Sometimes,5- Always,5- Always,1- Never,3- Sometimes,2- Rarely,1- Never,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_46,teacher_16,pre,183193499,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,12,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_174,teacher_12,pre,723175345,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,6,5- Always,3- Sometimes,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,4- A lot,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,3- Neither untrue nor true,3- Neither untrue nor true,3- Neither untrue nor true,4- Mostly true,3- Neither untrue nor true
